date,oil_production_growth,real_activity,real_oil_price,real_sp500_return,fedfunds
2005-05-01,0.3297218782241984,85.894115,-1.3593869081999663,-0.8699636055148119,3
2005-06-01,-0.8178547026156835,57.197257,-1.246689554386786,3.3373055719138733,3.04
2005-07-01,0.09945124156764962,35.375101,-1.1968153095570357,-1.266845213827139,3.26
2005-08-01,0.12839221593221595,34.34243,-1.112890174893527,2.753877704269758,3.5
2005-09-01,-1.7425184401481886,57.084707,-1.1038574086212576,-2.487561107302483,3.62
2005-10-01,0.9034357944166516,69.086511,-1.1604022049474556,0.26664194809278285,3.78
2005-11-01,0.9242032255061261,61.690924,-1.2185493336028144,-1.467341592449234,4
2005-12-01,0.16075414224250295,50.389236,-1.208864439280174,5.019232936834239,4.16
2006-01-01,-0.4707159258842353,36.027551,-1.1175051442823012,-0.2778916462419012,4.29
2006-02-01,0.6366665889908418,43.884503,-1.1643149776576018,1.0206837342401798,4.49
2006-03-01,0.16502147651760168,50.051685,-1.1605303104114972,0.5319528497487624,4.59
2006-04-01,-0.9821789278920079,44.427138,-1.061636245368652,0.008026886534828748,4.79
2006-05-01,-0.4536137627113135,43.359636,-1.0453611505580527,0.26852286393577174,4.94
2006-06-01,0.565436215753401,53.987901,-1.04417478490979,-1.7518289867531678,4.99
2006-07-01,1.3366833580409576,65.137264,-1.0028541604599497,-0.9738744826035095,5.24
2006-08-01,-1.3063793651220124,83.830278,-1.0172720160097166,-1.1693250364052332,5.25
2006-09-01,-0.09237237623125338,93.609014,-1.1382946468245885,3.59756067990622,5.25
2006-10-01,0.22631805065636001,93.949521,-1.2314222264689698,1.9820797340475593,5.25
2006-11-01,-0.1661270168357376,98.011529,-1.2421511566356587,2.6544900512035063,5.25
2006-12-01,-0.5755321535341196,101.06205,-1.1888247013294153,1.547770838181961,5.24
2007-01-01,0.40566912208586103,103.9292,-1.3219377310104314,1.2482267976781536,5.25
2007-02-01,0.620231993557141,102.26584,-1.2498586476241877,1.6629122340141578,5.26
2007-03-01,-0.2701045445215655,117.17465,-1.2206141502764551,-3.521224204771034,5.26
2007-04-01,0.05139813135670579,128.65899,-1.1696213059726734,1.2125845146815806,5.25
2007-05-01,-0.5364963571619086,139.08651,-1.1795501757397182,3.830935771681254,5.25
2007-06-01,-0.3249089456490495,128.66437,-1.131098153521805,3.079902694515013,5.25
2007-07-01,1.0733478647406258,141.63488,-1.0361676910374535,-1.2846654738629226,5.26
2007-08-01,-1.25662949147749,150.82932,-1.0486320528954969,-3.6235502404521114,5.02
2007-09-01,0.4914646580257198,168.10971,-0.9616439401553357,1.175018101682479,4.94
2007-10-01,1.6269194513045093,187.51755,-0.9033012232807148,3.4878146666470045,4.76
2007-11-01,-0.7198016768926507,188.02872,-0.8008852163285705,-3.309565171433615,4.49
2007-12-01,0.5521874422054651,181.14932,-0.8357697454131672,-2.7062453232888473,4.24
2008-01-01,-0.2836770831510904,149.17641,-0.8198731554817448,-2.0746072153153605,3.94
2008-02-01,0.1270926618278878,144.88742,-0.8063658510900665,-3.8822470672388754,2.98
2008-03-01,0.296033049144917,160.65265,-0.703356155855293,-5.058119046226572,2.61
2008-04-01,-0.7481728924865649,163.33017,-0.6515906772724618,2.6444522154162264,2.28
2008-05-01,0.40807857432643146,189.801,-0.548102822012777,2.2279276106506707,1.98
2008-06-01,0.028478088989025707,183.24486,-0.4873281718175321,-2.7361395347992534,2
2008-07-01,1.0073203040656509,169.03153,-0.4769311745900342,-8.261117070339186,2.01
2008-08-01,-1.4491250617108875,150.52867,-0.6177335803116497,-1.784135003627707,2
2008-09-01,-1.3461539242834775,110.86565,-0.7355977462263923,1.275513380713722,1.81
2008-10-01,1.3383772699006258,10.677247,-1.0185607187240064,-8.69985812146501,0.97
2008-11-01,-0.21046097446717482,-66.557141,-1.317030985030757,-16.575028394952174,0.39
2008-12-01,-1.040566736726234,-75.300735,-1.647268850138559,-16.053502560238453,0.16
2009-01-01,-1.458957671077421,-55.661154,-1.6260088950930083,12.991891023390334,0.15
2009-02-01,0.5369660928996822,13.789353,-1.6966010262226527,-12.483764805961517,0.22
2009-03-01,-0.227868142955856,21.585305,-1.4912654009836803,-16.267772143409864,0.18
2009-04-01,0.3905449203555733,5.0822433,-1.4555310561644281,14.510904973987415,0.15
2009-05-01,-0.5480799983512696,47.698558,-1.3052720973588272,7.726264305701669,0.18
2009-06-01,0.18101064217077578,87.927608,-1.1277586800364565,6.356328083534901,0.21
2009-07-01,1.3119875263914338,75.275916,-1.1968233869538583,-2.064368128866345,0.16
2009-08-01,-0.7377341353777211,52.624549,-1.1086183197427006,7.9052252755762,0.16
2009-09-01,0.5984215607545806,39.316099,-1.1298606407712262,-0.6517523268065872,0.15
2009-10-01,0.6191524216985655,54.715259,-1.063081647468349,2.837764719268865,0.12
2009-11-01,0.16727135046714636,90.678327,-1.0250358136516844,0.9229987942246609,0.12
2009-12-01,-0.4100064991408914,80.963888,-1.0814923555217548,6.082628482932151,0.12
2010-01-01,0.24808463034293737,69.064966,-1.0201922063500615,2.0879178053183622,0.11
2010-02-01,0.42417396785321415,52.525616,-1.044162177973001,-3.8473670456210307,0.13
2010-03-01,0.3308909274913674,70.687501,-0.9869501561196442,2.372537837317701,0.16
2010-04-01,-0.33149743580072055,65.583743,-0.9505788960997928,5.418199792043943,0.2
2010-05-01,-0.02707472760246077,89.014935,-1.0805518716554152,2.0820083619225827,0.2
2010-06-01,-0.4922512776152743,67.482496,-1.062925950439979,-11.54623007836193,0.18
2010-07-01,0.33725707375076297,19.422155,-1.048270711926757,-4.3187318051504775,0.18
2010-08-01,-0.16982510615246582,43.605647,-1.0412458719153703,9.00847443740238,0.19
2010-09-01,0.418819061811071,54.767721,-1.0741515653195355,-4.293156159249012,0.19
2010-10-01,0.4492055038145537,53.627755,-0.9921931421043471,5.578165345938757,0.19
2010-11-01,0.4376090549794043,38.677372,-0.9598745174130935,3.0201786248608364,0.19
2010-12-01,0.12118409699262145,25.097983,-0.9090462719151401,1.4139128727303607,0.18
2011-01-01,1.0086158165664827,-12.191549,-0.9091369359529267,4.988336451282738,0.17
2011-02-01,-0.5760022705604939,-29.426505,-0.9179730987697692,2.448814825105572,0.16
2011-03-01,-1.3979618794651927,-6.3314788,-0.7799572332917265,-0.6124288251720955,0.14
2011-04-01,-0.20803348266955624,-17.219502,-0.7233773580477841,1.508459693187536,0.1
2011-05-01,-0.8521401214728996,-16.671231,-0.8020002509889628,1.8215312925618399,0.09
2011-06-01,1.0659497953792396,-10.697798,-0.8365142720817051,-3.488689604687867,0.09
2011-07-01,0.5283425012386544,-15.630543,-0.8464478627381941,1.6312298376128354,0.07
2011-08-01,0.6148533151371538,-14.219865,-0.966307843229131,-4.330558311788657,0.1
2011-09-01,-0.8267384031542591,14.019792,-0.9694073774894124,-6.843829565391513,0.08
